authIdHal_s,authFirstName_s,authLastName_s,authQuality_s,halId_s,title_s,docType_s,publicationDateY_i,publicationDate_s,doiId_s,acronym_s,affiliation_ref
1490993-1119871,Bénédicte,Colnet,aut,hal-03822662,Reweighting the RCT for generalization: finite sample error and variable selection,ART,2024,2024-05-24,10.1093/jrsssa/qnae043,INSERM,1093353
1490993-1119871,Bénédicte,Colnet,aut,hal-03822662,Reweighting the RCT for generalization: finite sample error and variable selection,ART,2024,2024-05-24,10.1093/jrsssa/qnae043,INSERM,89626
2500-754255,Julie,Josse,aut,hal-03822662,Reweighting the RCT for generalization: finite sample error and variable selection,ART,2024,2024-05-24,10.1093/jrsssa/qnae043,INSERM,1114331
2500-754255,Julie,Josse,aut,hal-03822662,Reweighting the RCT for generalization: finite sample error and variable selection,ART,2024,2024-05-24,10.1093/jrsssa/qnae043,INSERM,1100793
8362-5878,Gaël,Varoquaux,aut,hal-03822662,Reweighting the RCT for generalization: finite sample error and variable selection,ART,2024,2024-05-24,10.1093/jrsssa/qnae043,INSERM,1093353
21755-520,Erwan,Scornet,aut,hal-03822662,Reweighting the RCT for generalization: finite sample error and variable selection,ART,2024,2024-05-24,10.1093/jrsssa/qnae043,INSERM,89626
1490993-1119871,Bénédicte,Colnet,aut,hal-03822662,Reweighting the RCT for generalization: finite sample error and variable selection,ART,2024,2024-05-24,10.1093/jrsssa/qnae043,INSERM,1093353
1490993-1119871,Bénédicte,Colnet,aut,hal-03822662,Reweighting the RCT for generalization: finite sample error and variable selection,ART,2024,2024-05-24,10.1093/jrsssa/qnae043,INSERM,89626
2500-754255,Julie,Josse,aut,hal-03822662,Reweighting the RCT for generalization: finite sample error and variable selection,ART,2024,2024-05-24,10.1093/jrsssa/qnae043,INSERM,1114331
2500-754255,Julie,Josse,aut,hal-03822662,Reweighting the RCT for generalization: finite sample error and variable selection,ART,2024,2024-05-24,10.1093/jrsssa/qnae043,INSERM,1100793
8362-5878,Gaël,Varoquaux,aut,hal-03822662,Reweighting the RCT for generalization: finite sample error and variable selection,ART,2024,2024-05-24,10.1093/jrsssa/qnae043,INSERM,1093353
21755-520,Erwan,Scornet,aut,hal-03822662,Reweighting the RCT for generalization: finite sample error and variable selection,ART,2024,2024-05-24,10.1093/jrsssa/qnae043,INSERM,89626
12181-170811,Carine,Milcent,aut,hal-04393210,La convergence tarifaire,UNDEFINED,2024,2024-01-14,,SHS,301309
12181-170811,Carine,Milcent,aut,hal-04393210,La convergence tarifaire,UNDEFINED,2024,2024-01-14,,SHS,301309
3053789-1292256,Jong,Jhee,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,1067737
2137121-1152226,Alice,Rogier,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,1004777
2137121-1152226,Alice,Rogier,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,300119
2137121-1152226,Alice,Rogier,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,1067737
3053790-1351430,Dune,Giraud,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,300119
2596929-1351431,Emma,Pinet,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,300119
363250-1120787,Brigitte,Sabatier,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,1067737
363250-1120787,Brigitte,Sabatier,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,300119
363250-1120787,Brigitte,Sabatier,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,1004777
17113-170889,Bastien,Rance,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,557826
17113-170889,Bastien,Rance,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,300119
17113-170889,Bastien,Rance,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,1004777
17113-170889,Bastien,Rance,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,1067737
11918-1742,Adrien,Coulet,crp,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,1067737
3053789-1292256,Jong,Jhee,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,1067737
2137121-1152226,Alice,Rogier,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,1004777
2137121-1152226,Alice,Rogier,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,300119
2137121-1152226,Alice,Rogier,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,1067737
3053790-1351430,Dune,Giraud,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,300119
2596929-1351431,Emma,Pinet,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,300119
363250-1120787,Brigitte,Sabatier,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,1067737
363250-1120787,Brigitte,Sabatier,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,300119
363250-1120787,Brigitte,Sabatier,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,1004777
17113-170889,Bastien,Rance,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,557826
17113-170889,Bastien,Rance,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,300119
17113-170889,Bastien,Rance,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,1004777
17113-170889,Bastien,Rance,aut,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,1067737
11918-1742,Adrien,Coulet,crp,hal-04455155,Representation and comparison of chemotherapy protocols with ChemoKG and graph embeddings,COMM,2024,2024-02-26,,EPHE,1067737
3055421-1352148,Ziyad,Oulhaj,aut,hal-04457645,Differentiable mapper for topological optimization of data representation,COMM,2024,2024-07,,LMJL,1086798
3055421-1352148,Ziyad,Oulhaj,aut,hal-04457645,Differentiable mapper for topological optimization of data representation,COMM,2024,2024-07,,LMJL,1088590
929110-737916,Mathieu,Carrière,aut,hal-04457645,Differentiable mapper for topological optimization of data representation,COMM,2024,2024-07,,LMJL,446142
10274-11758,Bertrand,Michel,aut,hal-04457645,Differentiable mapper for topological optimization of data representation,COMM,2024,2024-07,,LMJL,1086798
10274-11758,Bertrand,Michel,aut,hal-04457645,Differentiable mapper for topological optimization of data representation,COMM,2024,2024-07,,LMJL,1088590
3055421-1352148,Ziyad,Oulhaj,aut,hal-04457645,Differentiable mapper for topological optimization of data representation,COMM,2024,2024-07,,LMJL,1086798
3055421-1352148,Ziyad,Oulhaj,aut,hal-04457645,Differentiable mapper for topological optimization of data representation,COMM,2024,2024-07,,LMJL,1088590
929110-737916,Mathieu,Carrière,aut,hal-04457645,Differentiable mapper for topological optimization of data representation,COMM,2024,2024-07,,LMJL,446142
10274-11758,Bertrand,Michel,aut,hal-04457645,Differentiable mapper for topological optimization of data representation,COMM,2024,2024-07,,LMJL,1086798
10274-11758,Bertrand,Michel,aut,hal-04457645,Differentiable mapper for topological optimization of data representation,COMM,2024,2024-07,,LMJL,1088590
2557923-1151872,Simon,Moulard,aut,hal-04465878,Outpatient pathway planning,COMM,2024,2024-03-04,,UNIV-TOURS,204893
20704-8475,Yannick,Kergosien,aut,hal-04465878,Outpatient pathway planning,COMM,2024,2024-03-04,,UNIV-TOURS,204893
38514-21678,Pierre,Desport,aut,hal-04465878,Outpatient pathway planning,COMM,2024,2024-03-04,,UNIV-TOURS,204893
2557923-1151872,Simon,Moulard,aut,hal-04465878,Outpatient pathway planning,COMM,2024,2024-03-04,,UNIV-TOURS,204893
20704-8475,Yannick,Kergosien,aut,hal-04465878,Outpatient pathway planning,COMM,2024,2024-03-04,,UNIV-TOURS,204893
38514-21678,Pierre,Desport,aut,hal-04465878,Outpatient pathway planning,COMM,2024,2024-03-04,,UNIV-TOURS,204893
12181-170811,Carine,Milcent,aut,hal-03960584,Bias due to re-used databases: Coding in hospital for extremely vulnerable patients,ART,2024,2024-06,10.1016/j.hlpt.2024.100851,SHS,301309
12181-170811,Carine,Milcent,aut,hal-03960584,Bias due to re-used databases: Coding in hospital for extremely vulnerable patients,ART,2024,2024-06,10.1016/j.hlpt.2024.100851,SHS,578027
12181-170811,Carine,Milcent,aut,hal-03960584,Bias due to re-used databases: Coding in hospital for extremely vulnerable patients,ART,2024,2024-06,10.1016/j.hlpt.2024.100851,SHS,301309
12181-170811,Carine,Milcent,aut,hal-03960584,Bias due to re-used databases: Coding in hospital for extremely vulnerable patients,ART,2024,2024-06,10.1016/j.hlpt.2024.100851,SHS,578027
155206-1177992,Patrick,Peretti-Watel,aut,hal-04512612,The use of AI in health. What is the opinion of the French?,OTHER,2024,2024-03,,SHS,527045
11550-742604,Emmanuel,Didier,aut,hal-04512612,The use of AI in health. What is the opinion of the French?,OTHER,2024,2024-03,,SHS,20824
155206-1177992,Patrick,Peretti-Watel,aut,hal-04512612,The use of AI in health. What is the opinion of the French?,OTHER,2024,2024-03,,SHS,527045
11550-742604,Emmanuel,Didier,aut,hal-04512612,The use of AI in health. What is the opinion of the French?,OTHER,2024,2024-03,,SHS,20824
44862-21887,Vincent,P. Martin,aut,hal-04538087,Automatic Detection Of Sleepiness-Related Syndromes and Symptoms Using Voice and Speech Biomarkers,COMM,2024,2024-04-14,10.1109/ICASSP48485.2024.10446025,CNRS,206040
44862-21887,Vincent,P. Martin,aut,hal-04538087,Automatic Detection Of Sleepiness-Related Syndromes and Symptoms Using Voice and Speech Biomarkers,COMM,2024,2024-04-14,10.1109/ICASSP48485.2024.10446025,CNRS,129671
14084-3265,Jean-Luc,Rouas,aut,hal-04538087,Automatic Detection Of Sleepiness-Related Syndromes and Symptoms Using Voice and Speech Biomarkers,COMM,2024,2024-04-14,10.1109/ICASSP48485.2024.10446025,CNRS,3102
384177-0,Pierre,Philip,aut,hal-04538087,Automatic Detection Of Sleepiness-Related Syndromes and Symptoms Using Voice and Speech Biomarkers,COMM,2024,2024-04-14,10.1109/ICASSP48485.2024.10446025,CNRS,241835
44862-21887,Vincent,P. Martin,aut,hal-04538087,Automatic Detection Of Sleepiness-Related Syndromes and Symptoms Using Voice and Speech Biomarkers,COMM,2024,2024-04-14,10.1109/ICASSP48485.2024.10446025,CNRS,206040
44862-21887,Vincent,P. Martin,aut,hal-04538087,Automatic Detection Of Sleepiness-Related Syndromes and Symptoms Using Voice and Speech Biomarkers,COMM,2024,2024-04-14,10.1109/ICASSP48485.2024.10446025,CNRS,129671
14084-3265,Jean-Luc,Rouas,aut,hal-04538087,Automatic Detection Of Sleepiness-Related Syndromes and Symptoms Using Voice and Speech Biomarkers,COMM,2024,2024-04-14,10.1109/ICASSP48485.2024.10446025,CNRS,3102
384177-0,Pierre,Philip,aut,hal-04538087,Automatic Detection Of Sleepiness-Related Syndromes and Symptoms Using Voice and Speech Biomarkers,COMM,2024,2024-04-14,10.1109/ICASSP48485.2024.10446025,CNRS,241835
44862-21887,Vincent,P. Martin,aut,hal-04538088,Estimating Symptoms and Clinical Signs Instead of Disorders: The Path Toward The Clinical Use of Voice and Speech Biomarkers In Psychiatry,COMM,2024,2024-04-14,10.1109/ICASSP48485.2024.10445888,CNRS,493939
44862-21887,Vincent,P. Martin,aut,hal-04538088,Estimating Symptoms and Clinical Signs Instead of Disorders: The Path Toward The Clinical Use of Voice and Speech Biomarkers In Psychiatry,COMM,2024,2024-04-14,10.1109/ICASSP48485.2024.10445888,CNRS,1190621
44862-21887,Vincent,P. Martin,aut,hal-04538088,Estimating Symptoms and Clinical Signs Instead of Disorders: The Path Toward The Clinical Use of Voice and Speech Biomarkers In Psychiatry,COMM,2024,2024-04-14,10.1109/ICASSP48485.2024.10445888,CNRS,241835
14084-3265,Jean-Luc,Rouas,aut,hal-04538088,Estimating Symptoms and Clinical Signs Instead of Disorders: The Path Toward The Clinical Use of Voice and Speech Biomarkers In Psychiatry,COMM,2024,2024-04-14,10.1109/ICASSP48485.2024.10445888,CNRS,3102
44862-21887,Vincent,P. Martin,aut,hal-04538088,Estimating Symptoms and Clinical Signs Instead of Disorders: The Path Toward The Clinical Use of Voice and Speech Biomarkers In Psychiatry,COMM,2024,2024-04-14,10.1109/ICASSP48485.2024.10445888,CNRS,493939
44862-21887,Vincent,P. Martin,aut,hal-04538088,Estimating Symptoms and Clinical Signs Instead of Disorders: The Path Toward The Clinical Use of Voice and Speech Biomarkers In Psychiatry,COMM,2024,2024-04-14,10.1109/ICASSP48485.2024.10445888,CNRS,1190621
44862-21887,Vincent,P. Martin,aut,hal-04538088,Estimating Symptoms and Clinical Signs Instead of Disorders: The Path Toward The Clinical Use of Voice and Speech Biomarkers In Psychiatry,COMM,2024,2024-04-14,10.1109/ICASSP48485.2024.10445888,CNRS,241835
14084-3265,Jean-Luc,Rouas,aut,hal-04538088,Estimating Symptoms and Clinical Signs Instead of Disorders: The Path Toward The Clinical Use of Voice and Speech Biomarkers In Psychiatry,COMM,2024,2024-04-14,10.1109/ICASSP48485.2024.10445888,CNRS,3102
2761667-1238948,George,Marchment,aut,hal-04540040,Representing bioinformatics Nextflow workflows in RO-Crate : challenges and opportunities,POSTER,2024,2024-02-26,10.5281/zenodo.10822156,PASTEUR,1061259
3122156-1373390,Marie,Schmit,aut,hal-04540040,Representing bioinformatics Nextflow workflows in RO-Crate : challenges and opportunities,POSTER,2024,2024-02-26,10.5281/zenodo.10822156,PASTEUR,1090830
2727915-1227579,Clémence,Sebe,aut,hal-04540040,Representing bioinformatics Nextflow workflows in RO-Crate : challenges and opportunities,POSTER,2024,2024-02-26,10.5281/zenodo.10822156,PASTEUR,1061259
5779-734738,Frédéric,Lemoine,aut,hal-04540040,Representing bioinformatics Nextflow workflows in RO-Crate : challenges and opportunities,POSTER,2024,2024-02-26,10.5281/zenodo.10822156,PASTEUR,1090830
7504-184612,Hervé,Ménager,aut,hal-04540040,Representing bioinformatics Nextflow workflows in RO-Crate : challenges and opportunities,POSTER,2024,2024-02-26,10.5281/zenodo.10822156,PASTEUR,1090830
11783-15627,Sarah,Cohen-Boulakia,aut,hal-04540040,Representing bioinformatics Nextflow workflows in RO-Crate : challenges and opportunities,POSTER,2024,2024-02-26,10.5281/zenodo.10822156,PASTEUR,1061259
2761667-1238948,George,Marchment,aut,hal-04540040,Representing bioinformatics Nextflow workflows in RO-Crate : challenges and opportunities,POSTER,2024,2024-02-26,10.5281/zenodo.10822156,PASTEUR,1061259
3122156-1373390,Marie,Schmit,aut,hal-04540040,Representing bioinformatics Nextflow workflows in RO-Crate : challenges and opportunities,POSTER,2024,2024-02-26,10.5281/zenodo.10822156,PASTEUR,1090830
2727915-1227579,Clémence,Sebe,aut,hal-04540040,Representing bioinformatics Nextflow workflows in RO-Crate : challenges and opportunities,POSTER,2024,2024-02-26,10.5281/zenodo.10822156,PASTEUR,1061259
5779-734738,Frédéric,Lemoine,aut,hal-04540040,Representing bioinformatics Nextflow workflows in RO-Crate : challenges and opportunities,POSTER,2024,2024-02-26,10.5281/zenodo.10822156,PASTEUR,1090830
7504-184612,Hervé,Ménager,aut,hal-04540040,Representing bioinformatics Nextflow workflows in RO-Crate : challenges and opportunities,POSTER,2024,2024-02-26,10.5281/zenodo.10822156,PASTEUR,1090830
11783-15627,Sarah,Cohen-Boulakia,aut,hal-04540040,Representing bioinformatics Nextflow workflows in RO-Crate : challenges and opportunities,POSTER,2024,2024-02-26,10.5281/zenodo.10822156,PASTEUR,1061259
2106416-1431630,Anthony,Ozier-Lafontaine,aut,hal-04547380,ktest : two-sample kernel testing,SOFTWARE,2024,2024-04-15,10.5281/zenodo.10974453,ENS-LYON,1088590
2970077-1353560,Polina,Arsenteva,aut,hal-04547380,ktest : two-sample kernel testing,SOFTWARE,2024,2024-04-15,10.5281/zenodo.10974453,ENS-LYON,1088590
2970077-1353560,Polina,Arsenteva,aut,hal-04547380,ktest : two-sample kernel testing,SOFTWARE,2024,2024-04-15,10.5281/zenodo.10974453,ENS-LYON,489487
36521-15575,Ghislain,Durif,aut,hal-04547380,ktest : two-sample kernel testing,SOFTWARE,2024,2024-04-15,10.5281/zenodo.10974453,ENS-LYON,489487
30300-178350,Franck,Picard,aut,hal-04547380,ktest : two-sample kernel testing,SOFTWARE,2024,2024-04-15,10.5281/zenodo.10974453,ENS-LYON,489487
2106416-1431630,Anthony,Ozier-Lafontaine,aut,hal-04547380,ktest : two-sample kernel testing,SOFTWARE,2024,2024-04-15,10.5281/zenodo.10974453,ENS-LYON,1088590
2970077-1353560,Polina,Arsenteva,aut,hal-04547380,ktest : two-sample kernel testing,SOFTWARE,2024,2024-04-15,10.5281/zenodo.10974453,ENS-LYON,1088590
2970077-1353560,Polina,Arsenteva,aut,hal-04547380,ktest : two-sample kernel testing,SOFTWARE,2024,2024-04-15,10.5281/zenodo.10974453,ENS-LYON,489487
36521-15575,Ghislain,Durif,aut,hal-04547380,ktest : two-sample kernel testing,SOFTWARE,2024,2024-04-15,10.5281/zenodo.10974453,ENS-LYON,489487
30300-178350,Franck,Picard,aut,hal-04547380,ktest : two-sample kernel testing,SOFTWARE,2024,2024-04-15,10.5281/zenodo.10974453,ENS-LYON,489487
745025-0,Thibault,Hubert,aut,hal-04584688,"Comparing NER approaches on French clinical text, with easy-to-reuse pipelines",COMM,2024,2024-08-25,,INSERM,1067737
1319416-1449021,Ghislain,Vaillant,aut,hal-04584688,"Comparing NER approaches on French clinical text, with easy-to-reuse pipelines",COMM,2024,2024-08-25,,INSERM,1067737
403421-0,Olivier,Birot,aut,hal-04584688,"Comparing NER approaches on French clinical text, with easy-to-reuse pipelines",COMM,2024,2024-08-25,,INSERM,1067737
2785935-0,Camila,Arias,aut,hal-04584688,"Comparing NER approaches on French clinical text, with easy-to-reuse pipelines",COMM,2024,2024-08-25,,INSERM,1067737
925178-1122536,Antoine,Neuraz,aut,hal-04584688,"Comparing NER approaches on French clinical text, with easy-to-reuse pipelines",COMM,2024,2024-08-25,,INSERM,1067737
925178-1122536,Antoine,Neuraz,aut,hal-04584688,"Comparing NER approaches on French clinical text, with easy-to-reuse pipelines",COMM,2024,2024-08-25,,INSERM,557826
925178-1122536,Antoine,Neuraz,aut,hal-04584688,"Comparing NER approaches on French clinical text, with easy-to-reuse pipelines",COMM,2024,2024-08-25,,INSERM,26374
11918-1742,Adrien,Coulet,aut,hal-04584688,"Comparing NER approaches on French clinical text, with easy-to-reuse pipelines",COMM,2024,2024-08-25,,INSERM,1067737
745025-0,Thibault,Hubert,aut,hal-04584688,"Comparing NER approaches on French clinical text, with easy-to-reuse pipelines",COMM,2024,2024-08-25,,INSERM,1067737
1319416-1449021,Ghislain,Vaillant,aut,hal-04584688,"Comparing NER approaches on French clinical text, with easy-to-reuse pipelines",COMM,2024,2024-08-25,,INSERM,1067737
403421-0,Olivier,Birot,aut,hal-04584688,"Comparing NER approaches on French clinical text, with easy-to-reuse pipelines",COMM,2024,2024-08-25,,INSERM,1067737
2785935-0,Camila,Arias,aut,hal-04584688,"Comparing NER approaches on French clinical text, with easy-to-reuse pipelines",COMM,2024,2024-08-25,,INSERM,1067737
925178-1122536,Antoine,Neuraz,aut,hal-04584688,"Comparing NER approaches on French clinical text, with easy-to-reuse pipelines",COMM,2024,2024-08-25,,INSERM,1067737
925178-1122536,Antoine,Neuraz,aut,hal-04584688,"Comparing NER approaches on French clinical text, with easy-to-reuse pipelines",COMM,2024,2024-08-25,,INSERM,557826
925178-1122536,Antoine,Neuraz,aut,hal-04584688,"Comparing NER approaches on French clinical text, with easy-to-reuse pipelines",COMM,2024,2024-08-25,,INSERM,26374
11918-1742,Adrien,Coulet,aut,hal-04584688,"Comparing NER approaches on French clinical text, with easy-to-reuse pipelines",COMM,2024,2024-08-25,,INSERM,1067737
1708608-0,Imane,Taibi,aut,hal-04610199,Honest Fraction Differential Privacy,COMM,2024,2024-06-24,10.1145/3658664.3659655,CNRS,432650
15865-6520,Jan,Ramon,aut,hal-04610199,Honest Fraction Differential Privacy,COMM,2024,2024-06-24,10.1145/3658664.3659655,CNRS,432650
1708608-0,Imane,Taibi,aut,hal-04610199,Honest Fraction Differential Privacy,COMM,2024,2024-06-24,10.1145/3658664.3659655,CNRS,432650
15865-6520,Jan,Ramon,aut,hal-04610199,Honest Fraction Differential Privacy,COMM,2024,2024-06-24,10.1145/3658664.3659655,CNRS,432650
2437966-0,Ali Shahin,Shamsabadi,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,1063422
3173185-0,Gefei,Tan,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,133711
3173186-0,Tudor,Cebere,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,432650
30290-9877,Aurélien,Bellet,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,1114331
30290-9877,Aurélien,Bellet,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,1100793
1079937-1290170,Hamed,Haddadi,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,69530
1079937-1290170,Hamed,Haddadi,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,1063422
2437967-0,Nicolas,Papernot,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,578455
2437967-0,Nicolas,Papernot,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,544837
635124-0,Xiao,Wang,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,133711
2108543-0,Adrian,Weller,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,237843
2108543-0,Adrian,Weller,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,502421
2437966-0,Ali Shahin,Shamsabadi,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,1063422
3173185-0,Gefei,Tan,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,133711
3173186-0,Tudor,Cebere,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,432650
30290-9877,Aurélien,Bellet,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,1114331
30290-9877,Aurélien,Bellet,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,1100793
1079937-1290170,Hamed,Haddadi,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,69530
1079937-1290170,Hamed,Haddadi,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,1063422
2437967-0,Nicolas,Papernot,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,578455
2437967-0,Nicolas,Papernot,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,544837
635124-0,Xiao,Wang,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,133711
2108543-0,Adrian,Weller,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,237843
2108543-0,Adrian,Weller,aut,hal-04610635,Confidential-DPproof: Confidential Proof of Differentially Private Training,COMM,2024,2024-05-07,,INSERM,502421
2037627-1173856,Louis,Béthune,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,392282
3173198-0,Thomas,Massena,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,417643
2090587-0,Thibaut,Boissin,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,417643
2566333-0,Yannick,Prudent,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,417643
1045412-0,Corentin,Friedrich,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,417643
4352-0,Franck,Mamalet,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,417643
30290-9877,Aurélien,Bellet,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,1114331
11610-740736,Mathieu,Serrurier,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,392282
42023-0,David,Vigouroux,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,417643
1045412-986023,Corentin,Friedrich,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,417643
2037627-1173856,Louis,Béthune,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,392282
3173198-0,Thomas,Massena,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,417643
2090587-0,Thibaut,Boissin,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,417643
2566333-0,Yannick,Prudent,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,417643
1045412-0,Corentin,Friedrich,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,417643
